ISIC_CODE,LEVEL_CODE,LEVEL_NO,PARENT_ISIC_CODE,NAME_FA,NAME_EN,TRANSLATION_STATUS_CODE,IS_SELECTABLE,SORT_ORDER
2520,CLASS,4,252,ساخت سلاح و مهمات,Manufacture of weapons and ammunition,BANK_TRANSLATED,1,2130
259,GROUP,3,25,ساخت سایر محصولات فلزی ساخته‌شده؛ فعالیت‌های خدماتی فلزکاری,Manufacture of other fabricated metal products; metalworking service activities,BANK_TRANSLATED,0,2140
2591,CLASS,4,259,آهنگری، پرس‌کاری، مهرزنی و شکل‌دهی غلتکی فلز؛ متالورژی پودر,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",BANK_TRANSLATED,1,2150
2592,CLASS,4,259,عملیات و پوشش‌دهی فلزات؛ ماشین‌کاری,Treatment and coating of metals; machining,BANK_TRANSLATED,1,2160
2593,CLASS,4,259,ساخت کارد و چنگال، ابزار دستی و یراق‌آلات عمومی,"Manufacture of cutlery, hand tools and general hardware",BANK_TRANSLATED,1,2170
2599,CLASS,4,259,ساخت سایر محصولات فلزی ساخته‌شده طبقه‌بندی‌نشده در جای دیگر,Manufacture of other fabricated metal products n.e.c.,BANK_TRANSLATED,1,2180
26,DIVISION,2,C,ساخت رایانه، محصولات الکترونیکی و نوری,"Manufacture of computer, electronic and optical products",BANK_TRANSLATED,0,2190
261,GROUP,3,26,ساخت قطعات و بردهای الکترونیکی,Manufacture of electronic components and boards,BANK_TRANSLATED,0,2200
2610,CLASS,4,261,ساخت قطعات و بردهای الکترونیکی,Manufacture of electronic components and boards,BANK_TRANSLATED,1,2210
262,GROUP,3,26,ساخت رایانه و تجهیزات جانبی,Manufacture of computers and peripheral equipment,BANK_TRANSLATED,0,2220
2620,CLASS,4,262,ساخت رایانه و تجهیزات جانبی,Manufacture of computers and peripheral equipment,BANK_TRANSLATED,1,2230
263,GROUP,3,26,ساخت تجهیزات ارتباطی,Manufacture of communication equipment,BANK_TRANSLATED,0,2240
2630,CLASS,4,263,ساخت تجهیزات ارتباطی,Manufacture of communication equipment,BANK_TRANSLATED,1,2250
264,GROUP,3,26,ساخت لوازم الکترونیکی مصرفی,Manufacture of consumer electronics,BANK_TRANSLATED,0,2260
2640,CLASS,4,264,ساخت لوازم الکترونیکی مصرفی,Manufacture of consumer electronics,BANK_TRANSLATED,1,2270
265,GROUP,3,26,ساخت تجهیزات اندازه‌گیری، آزمون، ناوبری و کنترل؛ ساعت و زمان‌سنج,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",BANK_TRANSLATED,0,2280
2651,CLASS,4,265,ساخت تجهیزات اندازه‌گیری، آزمون، ناوبری و کنترل,"Manufacture of measuring, testing, navigating and control equipment",BANK_TRANSLATED,1,2290
2652,CLASS,4,265,ساخت ساعت و زمان‌سنج,Manufacture of watches and clocks,BANK_TRANSLATED,1,2300
266,GROUP,3,26,ساخت تجهیزات پرتودهی، الکتروپزشکی و الکتروتراپی,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",BANK_TRANSLATED,0,2310
2660,CLASS,4,266,ساخت تجهیزات پرتودهی، الکتروپزشکی و الکتروتراپی,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",BANK_TRANSLATED,1,2320
267,GROUP,3,26,ساخت ابزارهای نوری و تجهیزات عکاسی,Manufacture of optical instruments and photographic equipment,BANK_TRANSLATED,0,2330
2670,CLASS,4,267,ساخت ابزارهای نوری و تجهیزات عکاسی,Manufacture of optical instruments and photographic equipment,BANK_TRANSLATED,1,2340
268,GROUP,3,26,ساخت رسانه‌های مغناطیسی و نوری,Manufacture of magnetic and optical media,BANK_TRANSLATED,0,2350
2680,CLASS,4,268,ساخت رسانه‌های مغناطیسی و نوری,Manufacture of magnetic and optical media,BANK_TRANSLATED,1,2360
27,DIVISION,2,C,ساخت تجهیزات برقی,Manufacture of electrical equipment,BANK_TRANSLATED,0,2370
271,GROUP,3,27,ساخت موتور الکتریکی، ژنراتور، ترانسفورماتور و تجهیزات توزیع و کنترل برق,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",BANK_TRANSLATED,0,2380
2710,CLASS,4,271,ساخت موتور الکتریکی، ژنراتور، ترانسفورماتور و تجهیزات توزیع و کنترل برق,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",BANK_TRANSLATED,1,2390
272,GROUP,3,27,ساخت باتری و انباره‌های برقی,Manufacture of batteries and accumulators,BANK_TRANSLATED,0,2400
2720,CLASS,4,272,ساخت باتری و انباره‌های برقی,Manufacture of batteries and accumulators,BANK_TRANSLATED,1,2410
273,GROUP,3,27,ساخت سیم و تجهیزات سیم‌کشی,Manufacture of wiring and wiring devices,BANK_TRANSLATED,0,2420
2731,CLASS,4,273,ساخت کابل‌های فیبر نوری,Manufacture of fibre optic cables,BANK_TRANSLATED,1,2430
2732,CLASS,4,273,ساخت سایر سیم‌ها و کابل‌های الکترونیکی و برقی,Manufacture of other electronic and electric wires and cables,BANK_TRANSLATED,1,2440
2733,CLASS,4,273,ساخت تجهیزات سیم‌کشی,Manufacture of wiring devices,BANK_TRANSLATED,1,2450
274,GROUP,3,27,ساخت تجهیزات روشنایی برقی,Manufacture of electric lighting equipment,BANK_TRANSLATED,0,2460
2740,CLASS,4,274,ساخت تجهیزات روشنایی برقی,Manufacture of electric lighting equipment,BANK_TRANSLATED,1,2470
275,GROUP,3,27,ساخت لوازم خانگی,Manufacture of domestic appliances,BANK_TRANSLATED,0,2480
2750,CLASS,4,275,ساخت لوازم خانگی,Manufacture of domestic appliances,BANK_TRANSLATED,1,2490
279,GROUP,3,27,ساخت سایر تجهیزات برقی,Manufacture of other electrical equipment,BANK_TRANSLATED,0,2500
2790,CLASS,4,279,ساخت سایر تجهیزات برقی,Manufacture of other electrical equipment,BANK_TRANSLATED,1,2510
28,DIVISION,2,C,ساخت ماشین‌آلات و تجهیزات طبقه‌بندی‌نشده در جای دیگر,Manufacture of machinery and equipment n.e.c.,BANK_TRANSLATED,0,2520
281,GROUP,3,28,ساخت ماشین‌آلات عمومی,Manufacture of general-purpose machinery,BANK_TRANSLATED,0,2530
2811,CLASS,4,281,ساخت موتور و توربین، به‌جز موتور هواپیما، وسایل نقلیه و دوچرخه,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",BANK_TRANSLATED,1,2540
2812,CLASS,4,281,ساخت تجهیزات توان سیال,Manufacture of fluid power equipment,BANK_TRANSLATED,1,2550
2813,CLASS,4,281,ساخت سایر پمپ‌ها، کمپرسورها، شیرها و سوپاپ‌ها,"Manufacture of other pumps, compressors, taps and valves",BANK_TRANSLATED,1,2560
2814,CLASS,4,281,ساخت یاتاقان، چرخ‌دنده، تجهیزات انتقال قدرت و اجزای محرک,"Manufacture of bearings, gears, gearing and driving elements",BANK_TRANSLATED,1,2570
2815,CLASS,4,281,ساخت کوره، تنور و مشعل کوره,"Manufacture of ovens, furnaces and furnace burners",BANK_TRANSLATED,1,2580
2816,CLASS,4,281,ساخت تجهیزات بالابری و جابه‌جایی,Manufacture of lifting and handling equipment,BANK_TRANSLATED,1,2590
2817,CLASS,4,281,ساخت ماشین‌آلات و تجهیزات اداری (به‌جز رایانه و تجهیزات جانبی),Manufacture of office machinery and equipment (except computers and peripheral equipment),BANK_TRANSLATED,1,2600
2818,CLASS,4,281,ساخت ابزارهای دستی نیرویی,Manufacture of power-driven hand tools,BANK_TRANSLATED,1,2610
2819,CLASS,4,281,ساخت سایر ماشین‌آلات عمومی,Manufacture of other general-purpose machinery,BANK_TRANSLATED,1,2620
282,GROUP,3,28,ساخت ماشین‌آلات ویژه,Manufacture of special-purpose machinery,BANK_TRANSLATED,0,2630
2821,CLASS,4,282,ساخت ماشین‌آلات کشاورزی و جنگلداری,Manufacture of agricultural and forestry machinery,BANK_TRANSLATED,1,2640
2822,CLASS,4,282,ساخت ماشین‌آلات شکل‌دهی فلز و ماشین‌ابزار,Manufacture of metal-forming machinery and machine tools,BANK_TRANSLATED,1,2650
2823,CLASS,4,282,ساخت ماشین‌آلات متالورژی,Manufacture of machinery for metallurgy,BANK_TRANSLATED,1,2660
2824,CLASS,4,282,ساخت ماشین‌آلات معدن، استخراج و ساخت‌وساز,"Manufacture of machinery for mining, quarrying and construction",BANK_TRANSLATED,1,2670
2825,CLASS,4,282,ساخت ماشین‌آلات فرآوری مواد غذایی، نوشیدنی و دخانیات,"Manufacture of machinery for food, beverage and tobacco processing",BANK_TRANSLATED,1,2680
2826,CLASS,4,282,ساخت ماشین‌آلات تولید منسوجات، پوشاک و چرم,"Manufacture of machinery for textile, apparel and leather production",BANK_TRANSLATED,1,2690
2829,CLASS,4,282,ساخت سایر ماشین‌آلات ویژه,Manufacture of other special-purpose machinery,BANK_TRANSLATED,1,2700
29,DIVISION,2,C,ساخت وسایل نقلیه موتوری، تریلر و نیمه‌تریلر,"Manufacture of motor vehicles, trailers and semi-trailers",BANK_TRANSLATED,0,2710
291,GROUP,3,29,ساخت وسایل نقلیه موتوری,Manufacture of motor vehicles,BANK_TRANSLATED,0,2720
2910,CLASS,4,291,ساخت وسایل نقلیه موتوری,Manufacture of motor vehicles,BANK_TRANSLATED,1,2730
292,GROUP,3,29,ساخت بدنه وسایل نقلیه موتوری؛ ساخت تریلر و نیمه‌تریلر,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,BANK_TRANSLATED,0,2740
2920,CLASS,4,292,ساخت بدنه وسایل نقلیه موتوری؛ ساخت تریلر و نیمه‌تریلر,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,BANK_TRANSLATED,1,2750
293,GROUP,3,29,ساخت قطعات و لوازم جانبی وسایل نقلیه موتوری,Manufacture of parts and accessories for motor vehicles,BANK_TRANSLATED,0,2760
2930,CLASS,4,293,ساخت قطعات و لوازم جانبی وسایل نقلیه موتوری,Manufacture of parts and accessories for motor vehicles,BANK_TRANSLATED,1,2770
30,DIVISION,2,C,ساخت سایر تجهیزات حمل‌ونقل,Manufacture of other transport equipment,BANK_TRANSLATED,0,2780
301,GROUP,3,30,ساخت کشتی و قایق,Building of ships and boats,BANK_TRANSLATED,0,2790
3011,CLASS,4,301,ساخت کشتی و سازه‌های شناور,Building of ships and floating structures,BANK_TRANSLATED,1,2800
3012,CLASS,4,301,ساخت قایق‌های تفریحی و ورزشی,Building of pleasure and sporting boats,BANK_TRANSLATED,1,2810
302,GROUP,3,30,ساخت لوکوموتیو و ناوگان ریلی,Manufacture of railway locomotives and rolling stock,BANK_TRANSLATED,0,2820
3020,CLASS,4,302,ساخت لوکوموتیو و ناوگان ریلی,Manufacture of railway locomotives and rolling stock,BANK_TRANSLATED,1,2830
303,GROUP,3,30,ساخت هواپیما و فضاپیما و ماشین‌آلات مرتبط,Manufacture of air and spacecraft and related machinery,BANK_TRANSLATED,0,2840
3030,CLASS,4,303,ساخت هواپیما و فضاپیما و ماشین‌آلات مرتبط,Manufacture of air and spacecraft and related machinery,BANK_TRANSLATED,1,2850
304,GROUP,3,30,ساخت خودروهای جنگی نظامی,Manufacture of military fighting vehicles,BANK_TRANSLATED,0,2860
3040,CLASS,4,304,ساخت خودروهای جنگی نظامی,Manufacture of military fighting vehicles,BANK_TRANSLATED,1,2870
309,GROUP,3,30,ساخت تجهیزات حمل‌ونقل طبقه‌بندی‌نشده در جای دیگر,Manufacture of transport equipment n.e.c.,BANK_TRANSLATED,0,2880
3091,CLASS,4,309,ساخت موتورسیکلت,Manufacture of motorcycles,BANK_TRANSLATED,1,2890
3092,CLASS,4,309,ساخت دوچرخه و صندلی‌های چرخ‌دار ویژه افراد دارای معلولیت,Manufacture of bicycles and invalid carriages,BANK_TRANSLATED,1,2900
3099,CLASS,4,309,ساخت سایر تجهیزات حمل‌ونقل طبقه‌بندی‌نشده در جای دیگر,Manufacture of other transport equipment n.e.c.,BANK_TRANSLATED,1,2910
31,DIVISION,2,C,ساخت مبلمان,Manufacture of furniture,BANK_TRANSLATED,0,2920
310,GROUP,3,31,ساخت مبلمان,Manufacture of furniture,BANK_TRANSLATED,0,2930
3100,CLASS,4,310,ساخت مبلمان,Manufacture of furniture,BANK_TRANSLATED,1,2940
32,DIVISION,2,C,سایر فعالیت‌های ساخت و تولید,Other manufacturing,BANK_TRANSLATED,0,2950
321,GROUP,3,32,ساخت جواهرات، زیورآلات و مصنوعات مرتبط,"Manufacture of jewellery, bijouterie and related articles",BANK_TRANSLATED,0,2960
3211,CLASS,4,321,ساخت جواهرات و مصنوعات مرتبط,Manufacture of jewellery and related articles,BANK_TRANSLATED,1,2970
3212,CLASS,4,321,ساخت جواهرات بدلی و مصنوعات مرتبط,Manufacture of imitation jewellery and related articles,BANK_TRANSLATED,1,2980
322,GROUP,3,32,ساخت آلات موسیقی,Manufacture of musical instruments,BANK_TRANSLATED,0,2990
3220,CLASS,4,322,ساخت آلات موسیقی,Manufacture of musical instruments,BANK_TRANSLATED,1,3000
323,GROUP,3,32,ساخت لوازم ورزشی,Manufacture of sports goods,BANK_TRANSLATED,0,3010
3230,CLASS,4,323,ساخت لوازم ورزشی,Manufacture of sports goods,BANK_TRANSLATED,1,3020
324,GROUP,3,32,ساخت بازی و اسباب‌بازی,Manufacture of games and toys,BANK_TRANSLATED,0,3030
3240,CLASS,4,324,ساخت بازی و اسباب‌بازی,Manufacture of games and toys,BANK_TRANSLATED,1,3040
325,GROUP,3,32,ساخت ابزار و ملزومات پزشکی و دندانپزشکی,Manufacture of medical and dental instruments and supplies,BANK_TRANSLATED,0,3050
3250,CLASS,4,325,ساخت ابزار و ملزومات پزشکی و دندانپزشکی,Manufacture of medical and dental instruments and supplies,BANK_TRANSLATED,1,3060
329,GROUP,3,32,سایر فعالیت‌های ساخت و تولید طبقه‌بندی‌نشده در جای دیگر,Other manufacturing n.e.c.,BANK_TRANSLATED,0,3070
3290,CLASS,4,329,سایر فعالیت‌های ساخت و تولید طبقه‌بندی‌نشده در جای دیگر,Other manufacturing n.e.c.,BANK_TRANSLATED,1,3080
33,DIVISION,2,C,تعمیر و نصب ماشین‌آلات و تجهیزات,Repair and installation of machinery and equipment,BANK_TRANSLATED,0,3090
331,GROUP,3,33,تعمیر محصولات فلزی ساخته‌شده، ماشین‌آلات و تجهیزات,"Repair of fabricated metal products, machinery and equipment",BANK_TRANSLATED,0,3100
3311,CLASS,4,331,تعمیر محصولات فلزی ساخته‌شده,Repair of fabricated metal products,BANK_TRANSLATED,1,3110
3312,CLASS,4,331,تعمیر ماشین‌آلات,Repair of machinery,BANK_TRANSLATED,1,3120
3313,CLASS,4,331,تعمیر تجهیزات الکترونیکی و نوری,Repair of electronic and optical equipment,BANK_TRANSLATED,1,3130
3314,CLASS,4,331,تعمیر تجهیزات برقی,Repair of electrical equipment,BANK_TRANSLATED,1,3140
3315,CLASS,4,331,تعمیر تجهیزات حمل‌ونقل، به‌جز وسایل نقلیه موتوری,"Repair of transport equipment, except motor vehicles",BANK_TRANSLATED,1,3150
3319,CLASS,4,331,تعمیر سایر تجهیزات,Repair of other equipment,BANK_TRANSLATED,1,3160
332,GROUP,3,33,نصب ماشین‌آلات و تجهیزات صنعتی,Installation of industrial machinery and equipment,BANK_TRANSLATED,0,3170
3320,CLASS,4,332,نصب ماشین‌آلات و تجهیزات صنعتی,Installation of industrial machinery and equipment,BANK_TRANSLATED,1,3180
D,SECTION,1,,تأمین برق، گاز، بخار و تهویه مطبوع,"Electricity, gas, steam and air conditioning supply",BANK_TRANSLATED,0,3190
35,DIVISION,2,D,تأمین برق، گاز، بخار و تهویه مطبوع,"Electricity, gas, steam and air conditioning supply",BANK_TRANSLATED,0,3200
351,GROUP,3,35,تولید، انتقال و توزیع برق,"Electric power generation, transmission and distribution",BANK_TRANSLATED,0,3210
3510,CLASS,4,351,تولید، انتقال و توزیع برق,"Electric power generation, transmission and distribution",BANK_TRANSLATED,1,3220
352,GROUP,3,35,تولید گاز؛ توزیع سوخت‌های گازی از طریق شبکه,Manufacture of gas; distribution of gaseous fuels through mains,BANK_TRANSLATED,0,3230
3520,CLASS,4,352,تولید گاز؛ توزیع سوخت‌های گازی از طریق شبکه,Manufacture of gas; distribution of gaseous fuels through mains,BANK_TRANSLATED,1,3240
353,GROUP,3,35,تأمین بخار و تهویه مطبوع,Steam and air conditioning supply,BANK_TRANSLATED,0,3250
3530,CLASS,4,353,تأمین بخار و تهویه مطبوع,Steam and air conditioning supply,BANK_TRANSLATED,1,3260
E,SECTION,1,,آبرسانی؛ فاضلاب، مدیریت پسماند و فعالیت‌های اصلاح و پاکسازی,"Water supply; sewerage, waste management and remediation activities",BANK_TRANSLATED,0,3270
36,DIVISION,2,E,جمع‌آوری، تصفیه و تأمین آب,"Water collection, treatment and supply",BANK_TRANSLATED,0,3280
360,GROUP,3,36,جمع‌آوری، تصفیه و تأمین آب,"Water collection, treatment and supply",BANK_TRANSLATED,0,3290
3600,CLASS,4,360,جمع‌آوری، تصفیه و تأمین آب,"Water collection, treatment and supply",BANK_TRANSLATED,1,3300
37,DIVISION,2,E,فاضلاب,Sewerage,BANK_TRANSLATED,0,3310
370,GROUP,3,37,فاضلاب,Sewerage,BANK_TRANSLATED,0,3320
3700,CLASS,4,370,فاضلاب,Sewerage,BANK_TRANSLATED,1,3330
38,DIVISION,2,E,جمع‌آوری، تصفیه و دفع پسماند؛ بازیافت مواد,"Waste collection, treatment and disposal activities; materials recovery",BANK_TRANSLATED,0,3340
381,GROUP,3,38,جمع‌آوری پسماند,Waste collection,BANK_TRANSLATED,0,3350
3811,CLASS,4,381,جمع‌آوری پسماند غیرخطرناک,Collection of non-hazardous waste,BANK_TRANSLATED,1,3360
3812,CLASS,4,381,جمع‌آوری پسماند خطرناک,Collection of hazardous waste,BANK_TRANSLATED,1,3370
382,GROUP,3,38,تصفیه و دفع پسماند,Waste treatment and disposal,BANK_TRANSLATED,0,3380
3821,CLASS,4,382,تصفیه و دفع پسماند غیرخطرناک,Treatment and disposal of non-hazardous waste,BANK_TRANSLATED,1,3390
3822,CLASS,4,382,تصفیه و دفع پسماند خطرناک,Treatment and disposal of hazardous waste,BANK_TRANSLATED,1,3400
383,GROUP,3,38,بازیافت مواد,Materials recovery,BANK_TRANSLATED,0,3410
3830,CLASS,4,383,بازیافت مواد,Materials recovery,BANK_TRANSLATED,1,3420
39,DIVISION,2,E,فعالیت‌های اصلاح و پاکسازی و سایر خدمات مدیریت پسماند,Remediation activities and other waste management services,BANK_TRANSLATED,0,3430
390,GROUP,3,39,فعالیت‌های اصلاح و پاکسازی و سایر خدمات مدیریت پسماند,Remediation activities and other waste management services,BANK_TRANSLATED,0,3440
3900,CLASS,4,390,فعالیت‌های اصلاح و پاکسازی و سایر خدمات مدیریت پسماند,Remediation activities and other waste management services,BANK_TRANSLATED,1,3450
F,SECTION,1,,ساخت‌وساز,Construction,BANK_TRANSLATED,0,3460
41,DIVISION,2,F,ساخت ساختمان,Construction of buildings,BANK_TRANSLATED,0,3470
410,GROUP,3,41,ساخت ساختمان,Construction of buildings,BANK_TRANSLATED,0,3480
4100,CLASS,4,410,ساخت ساختمان,Construction of buildings,BANK_TRANSLATED,1,3490
42,DIVISION,2,F,مهندسی عمران,Civil engineering,BANK_TRANSLATED,0,3500
421,GROUP,3,42,ساخت راه‌ها و راه‌آهن,Construction of roads and railways,BANK_TRANSLATED,0,3510
4210,CLASS,4,421,ساخت راه‌ها و راه‌آهن,Construction of roads and railways,BANK_TRANSLATED,1,3520
422,GROUP,3,42,ساخت پروژه‌های تأسیساتی زیربنایی,Construction of utility projects,BANK_TRANSLATED,0,3530
4220,CLASS,4,422,ساخت پروژه‌های تأسیساتی زیربنایی,Construction of utility projects,BANK_TRANSLATED,1,3540
429,GROUP,3,42,ساخت سایر پروژه‌های مهندسی عمران,Construction of other civil engineering projects,BANK_TRANSLATED,0,3550
4290,CLASS,4,429,ساخت سایر پروژه‌های مهندسی عمران,Construction of other civil engineering projects,BANK_TRANSLATED,1,3560
43,DIVISION,2,F,فعالیت‌های تخصصی ساخت‌وساز,Specialized construction activities,BANK_TRANSLATED,0,3570
431,GROUP,3,43,تخریب و آماده‌سازی محل,Demolition and site preparation,BANK_TRANSLATED,0,3580
4311,CLASS,4,431,تخریب,Demolition,BANK_TRANSLATED,1,3590
4312,CLASS,4,431,آماده‌سازی محل,Site preparation,BANK_TRANSLATED,1,3600
432,GROUP,3,43,نصب تأسیسات برقی، لوله‌کشی و سایر تأسیسات ساختمانی,"Electrical, plumbing and other construction installation activities",BANK_TRANSLATED,0,3610
4321,CLASS,4,432,نصب تأسیسات برقی,Electrical installation,BANK_TRANSLATED,1,3620
4322,CLASS,4,432,نصب لوله‌کشی، گرمایش و تهویه مطبوع,"Plumbing, heat and air-conditioning installation",BANK_TRANSLATED,1,3630
4329,CLASS,4,432,سایر نصب‌های ساختمانی,Other construction installation,BANK_TRANSLATED,1,3640
433,GROUP,3,43,تکمیل و نازک‌کاری ساختمان,Building completion and finishing,BANK_TRANSLATED,0,3650
4330,CLASS,4,433,تکمیل و نازک‌کاری ساختمان,Building completion and finishing,BANK_TRANSLATED,1,3660
439,GROUP,3,43,سایر فعالیت‌های تخصصی ساخت‌وساز,Other specialized construction activities,BANK_TRANSLATED,0,3670
4390,CLASS,4,439,سایر فعالیت‌های تخصصی ساخت‌وساز,Other specialized construction activities,BANK_TRANSLATED,1,3680
G,SECTION,1,,عمده‌فروشی و خرده‌فروشی؛ تعمیر وسایل نقلیه موتوری و موتورسیکلت,Wholesale and retail trade; repair of motor vehicles and motorcycles,BANK_TRANSLATED,0,3690
45,DIVISION,2,G,عمده‌فروشی و خرده‌فروشی و تعمیر وسایل نقلیه موتوری و موتورسیکلت,Wholesale and retail trade and repair of motor vehicles and motorcycles,BANK_TRANSLATED,0,3700
451,GROUP,3,45,فروش وسایل نقلیه موتوری,Sale of motor vehicles,BANK_TRANSLATED,0,3710
4510,CLASS,4,451,فروش وسایل نقلیه موتوری,Sale of motor vehicles,BANK_TRANSLATED,1,3720
452,GROUP,3,45,نگهداری و تعمیر وسایل نقلیه موتوری,Maintenance and repair of motor vehicles,BANK_TRANSLATED,0,3730
4520,CLASS,4,452,نگهداری و تعمیر وسایل نقلیه موتوری,Maintenance and repair of motor vehicles,BANK_TRANSLATED,1,3740
453,GROUP,3,45,فروش قطعات و لوازم جانبی وسایل نقلیه موتوری,Sale of motor vehicle parts and accessories,BANK_TRANSLATED,0,3750
4530,CLASS,4,453,فروش قطعات و لوازم جانبی وسایل نقلیه موتوری,Sale of motor vehicle parts and accessories,BANK_TRANSLATED,1,3760
454,GROUP,3,45,فروش، نگهداری و تعمیر موتورسیکلت و قطعات و لوازم جانبی مرتبط,"Sale, maintenance and repair of motorcycles and related parts and accessories",BANK_TRANSLATED,0,3770
4540,CLASS,4,454,فروش، نگهداری و تعمیر موتورسیکلت و قطعات و لوازم جانبی مرتبط,"Sale, maintenance and repair of motorcycles and related parts and accessories",BANK_TRANSLATED,1,3780
46,DIVISION,2,G,عمده‌فروشی، به‌جز وسایل نقلیه موتوری و موتورسیکلت,"Wholesale trade, except of motor vehicles and motorcycles",BANK_TRANSLATED,0,3790
461,GROUP,3,46,عمده‌فروشی بر مبنای کارمزد یا قرارداد,Wholesale on a fee or contract basis,BANK_TRANSLATED,0,3800
4610,CLASS,4,461,عمده‌فروشی بر مبنای کارمزد یا قرارداد,Wholesale on a fee or contract basis,BANK_TRANSLATED,1,3810
462,GROUP,3,46,عمده‌فروشی مواد اولیه کشاورزی و دام زنده,Wholesale of agricultural raw materials and live animals,BANK_TRANSLATED,0,3820
4620,CLASS,4,462,عمده‌فروشی مواد اولیه کشاورزی و دام زنده,Wholesale of agricultural raw materials and live animals,BANK_TRANSLATED,1,3830
463,GROUP,3,46,عمده‌فروشی مواد غذایی، نوشیدنی و دخانیات,"Wholesale of food, beverages and tobacco",BANK_TRANSLATED,0,3840
4630,CLASS,4,463,عمده‌فروشی مواد غذایی، نوشیدنی و دخانیات,"Wholesale of food, beverages and tobacco",BANK_TRANSLATED,1,3850
464,GROUP,3,46,عمده‌فروشی کالاهای خانگی,Wholesale of household goods,BANK_TRANSLATED,0,3860
4641,CLASS,4,464,عمده‌فروشی منسوجات، پوشاک و کفش,"Wholesale of textiles, clothing and footwear",BANK_TRANSLATED,1,3870
4649,CLASS,4,464,عمده‌فروشی سایر کالاهای خانگی,Wholesale of other household goods,BANK_TRANSLATED,1,3880
465,GROUP,3,46,عمده‌فروشی ماشین‌آلات، تجهیزات و ملزومات,"Wholesale of machinery, equipment and supplies",BANK_TRANSLATED,0,3890
4651,CLASS,4,465,عمده‌فروشی رایانه، تجهیزات جانبی رایانه و نرم‌افزار,"Wholesale of computers, computer peripheral equipment and software",BANK_TRANSLATED,1,3900
4652,CLASS,4,465,عمده‌فروشی تجهیزات و قطعات الکترونیکی و مخابراتی,Wholesale of electronic and telecommunications equipment and parts,BANK_TRANSLATED,1,3910
4653,CLASS,4,465,عمده‌فروشی ماشین‌آلات، تجهیزات و ملزومات کشاورزی,"Wholesale of agricultural machinery, equipment and supplies",BANK_TRANSLATED,1,3920
4659,CLASS,4,465,عمده‌فروشی سایر ماشین‌آلات و تجهیزات,Wholesale of other machinery and equipment,BANK_TRANSLATED,1,3930
466,GROUP,3,46,سایر عمده‌فروشی‌های تخصصی,Other specialized wholesale,BANK_TRANSLATED,0,3940
4661,CLASS,4,466,عمده‌فروشی سوخت‌های جامد، مایع و گازی و محصولات مرتبط,"Wholesale of solid, liquid and gaseous fuels and related products",BANK_TRANSLATED,1,3950
4662,CLASS,4,466,عمده‌فروشی فلزات و سنگ‌های فلزی,Wholesale of metals and metal ores,BANK_TRANSLATED,1,3960
4663,CLASS,4,466,عمده‌فروشی مصالح ساختمانی، یراق‌آلات، تجهیزات و ملزومات لوله‌کشی و گرمایش,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",BANK_TRANSLATED,1,3970
4669,CLASS,4,466,عمده‌فروشی ضایعات و قراضه و سایر محصولات طبقه‌بندی‌نشده در جای دیگر,Wholesale of waste and scrap and other products n.e.c.,BANK_TRANSLATED,1,3980
469,GROUP,3,46,عمده‌فروشی غیرتخصصی,Non-specialized wholesale trade,BANK_TRANSLATED,0,3990
4690,CLASS,4,469,عمده‌فروشی غیرتخصصی,Non-specialized wholesale trade,BANK_TRANSLATED,1,4000
47,DIVISION,2,G,خرده‌فروشی، به‌جز وسایل نقلیه موتوری و موتورسیکلت,"Retail trade, except of motor vehicles and motorcycles",BANK_TRANSLATED,0,4010
471,GROUP,3,47,خرده‌فروشی در فروشگاه‌های غیرتخصصی,Retail sale in non-specialized stores,BANK_TRANSLATED,0,4020
4711,CLASS,4,471,خرده‌فروشی در فروشگاه‌های غیرتخصصی با غلبه مواد غذایی، نوشیدنی یا دخانیات,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",BANK_TRANSLATED,1,4030
4719,CLASS,4,471,سایر خرده‌فروشی‌ها در فروشگاه‌های غیرتخصصی,Other retail sale in non-specialized stores,BANK_TRANSLATED,1,4040
472,GROUP,3,47,خرده‌فروشی مواد غذایی، نوشیدنی و دخانیات در فروشگاه‌های تخصصی,"Retail sale of food, beverages and tobacco in specialized stores",BANK_TRANSLATED,0,4050
4721,CLASS,4,472,خرده‌فروشی مواد غذایی در فروشگاه‌های تخصصی,Retail sale of food in specialized stores,BANK_TRANSLATED,1,4060
4722,CLASS,4,472,خرده‌فروشی نوشیدنی در فروشگاه‌های تخصصی,Retail sale of beverages in specialized stores,BANK_TRANSLATED,1,4070
4723,CLASS,4,472,خرده‌فروشی محصولات دخانی در فروشگاه‌های تخصصی,Retail sale of tobacco products in specialized stores,BANK_TRANSLATED,1,4080
